"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"NE1019X000436","2021-09-27","Par téléphone","High","Low","Yes","Identique","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",6,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"SN1020001422","2021-09-27","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui"
"TD1021001054","2021-09-27","Par téléphone","Low","Low","Yes","Pire","Non","Satisfait","Sénégal","Autre","Masculin","14-35",4,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"SN1020001527","2021-09-27","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5018X003500","2021-09-27","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1020X012518","2021-09-27","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",5,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"TD1021001245","2021-09-27","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X065603","2021-09-27","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"SN1019001774","2021-09-27","Par téléphone","Low","Low","No","Pire","Ne sait pas","Très satisfait","Sénégal","Autre","Masculin","36+",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui"
"MA1021001810","2021-09-27","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002044","2021-09-27","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"CH5017X028647","2021-09-27","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
NA,"2021-09-28","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Non"
"ML1019X003791","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",6,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"SN1020001413","2021-09-28","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui"
"SN1019001767","2021-09-28","Par téléphone","High","High","No","Ne sait pas","Oui","Très satisfait","Sénégal","Autre","Masculin","36+",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui"
"DZ1020001178","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5017X028705","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Oui","Oui"
"CH5018X018913","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"SN1020001442","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5018X018892","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"MA1021001338","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X057325","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5018X018994","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",3,"Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"LY1019001337","2021-09-28","Par téléphone","Low","Low","No","Ne sait pas","Oui","Satisfait","Sénégal","Lybie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X056363","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1018002379","2021-09-28","Par téléphone","High","Low","No","Pire","Ne sait pas","Très satisfait","Sénégal","Maroc","Masculin","36+",0,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5017X034225","2021-09-28","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui"
"NE1019X077367","2021-09-28","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui"
"NE1019X058008","2021-09-28","Par téléphone","Low","High","No","Identique","Ne sait pas","Très satisfait","Sénégal","Niger","Masculin","36+",1,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui"
"NE1019X038168","2021-09-28","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non"
"DZ1020002181","2021-09-28","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1020X015880","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"DZ1020002245","2021-09-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5017X013996","2021-09-29","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"NE1019X075205","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","36+",9,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X039213","2021-09-29","Par téléphone","Low","Low","No","Identique","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002155","2021-09-29","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021001954","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1021X001933","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5018X018922","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui"
"BF1019001526","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Non","Autre","1+","Non","Oui"
"NE1019X071344","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"MR1021001426","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"NE1020X020709","2021-09-29","Par téléphone","High","Low","No","Ne sait pas","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",13,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021001645","2021-09-29","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"SN1020001608","2021-09-29","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","36+",10,"Non","En nature","Transport","Moi uniquement","Oui","Autre","1","Oui","Oui"
"CH5017X034285","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Oui","Autre","1+","Oui","Oui"
"DZ1020002246","2021-09-29","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1018002944","2021-09-29","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X001932","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"TN1019001657","2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Sénégal","Autre","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"CH5018X029050","2021-09-30","Par téléphone","High","High","No","Identique","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Oui","Oui"
"MA1020003218","2021-09-30","Par téléphone","Low","Low","Yes","Identique","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1020X021019","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"CH5017X028731","2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1020003222","2021-09-30","Par téléphone","High","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Féminin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1020X021023","2021-09-30","Par téléphone","High","High","No","Identique","Non","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021001809","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","36+",5,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"ML1019001129","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui"
"MA1021001508","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui"
"SN1019001750","2021-09-30","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui"
"MA1021001742","2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
NA,"2021-09-30","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002202","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",3,"Oui","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"MA1020003273","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","36+",6,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"MA1020003009","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Non"
"TN1021001238","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Non","Autre","1+","Non","Oui"
"MA1021001530","2021-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MA1021002115","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021002241","2021-09-30","Par téléphone","High","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
NA,"2021-09-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",8,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021001577","2021-09-30","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X028429","2021-10-01","Par téléphone","High","High","No","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"MA1021001638","2021-10-01","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1021002310","2021-10-01","Par téléphone","High","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1018002316","2021-10-01","Par téléphone","High","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"NE1019X025879","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X001787","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui"
"MA1021001701","2021-10-01","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",5,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Oui"
"MA1021001791","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui"
"NE1019X056631","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui"
"MA1018002274","2021-10-01","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui"
"NE1019X057167","2021-10-01","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",4,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
