"","Code Mimosa Corrigé","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","EconomicScore","SocialScore"
"909","NE1022X002743","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais",NA,"Acceptable","Oui","Équipement et outils Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Acceptable","Bien","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Jamais","Non",0.75,0.75,1,1,0.5,0.5,1,1,1,0.5,0.5,0.75,1,0.75,1,0.5,0.75,0.5,0.5,0.625,0.25,0.75,0.75,1,0.75,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.05,0.025,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.1,0.05,0.09,0.0075,0.11,0,0.1,0.04,0.1,0.03,0.8275,0.6275
"910","NE1021X051824","Très satisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Acceptable","Non","Équipement et outils","Oui","Bien","Acceptable","Bien","Oui","Bien","Oui","Acceptable","Bien","Bien","Bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Jamais","Non",1,0.75,1,0.75,1,0.5,0,1,0,0.75,0.5,0.75,1,0.75,1,0.5,0.75,0.75,0.75,0.708333333333333,0.25,0.75,1,1,0.75,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.05,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.075,0.0225,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.09,0.0075,0.11,0,0.1,0.04,0.1,0.03,0.65,0.746666666666667
"911","MA1021004804","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Jamais",NA,"Acceptable","Oui","Terre","Non","Très bien","Bien","Bien","Oui","Acceptable","Oui","Faible","Acceptable","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,0.75,1,1,0.5,0.5,1,1,1,1,0.75,0.75,1,0.5,1,0.25,0.5,0.75,0.75,0.625,0.5,1,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.05,0.025,0.06,0.02,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.8275,0.765
"912","TN1021003301","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais",NA,"Acceptable","Oui","Équipement et outils","Oui","Acceptable","Acceptable","Bien","Oui","Bien","Oui","Faible","Acceptable","Acceptable","Bien","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas",0.75,0.75,0,1,0.5,0.5,1,1,0,0.5,0.5,0.75,1,0.75,1,0.25,0.5,0.5,0.75,0.541666666666667,0.25,0.75,0.75,0.5,0.75,1,0.75,0.5,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.0825,0.0225,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.1125,0.0225,0.0433333333333333,0.0216666666666667,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.05,0.025,0.09,0.0075,0.11,0,0.075,0.03,0.05,0.015,0.6175,0.658333333333333
"913","MA1021004757","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Bien","Oui","Équipement et outils Actifs reçus de l'OIM","Oui","Bien","Bien","Bien",NA,"Acceptable","Oui","Acceptable","Bien","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,0.75,1,0.75,1,0.75,1,1,0,0.75,0.75,0.75,0.5,0.5,1,0.5,0.75,0.5,0.5,0.625,0.25,0.75,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0975,0.0225,0.1,0.03,0.11,0.03,0,0,0.075,0.0225,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.05,0.025,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.745,0.6175
"914","NE1022X001467","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)",NA,"Bien","Oui","Équipement et outils","Non","Acceptable","Bien","Bien","Oui","Acceptable","Oui","Faible","Acceptable","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Bien","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",0.75,0.75,1,0.75,0.5,0.75,1,1,1,0.5,0.75,0.75,1,0.5,1,0.25,0.5,0.75,0.75,0.541666666666667,0.5,0.75,0.75,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.09,0.06,0.08,0.02,0.075,0.015,0.04,0.02,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0433333333333333,0.0216666666666667,0.06,0.02,0.0375,0.0225,0.1125,0.03,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.835,0.708333333333333
"915","MA1022001424","Très satisfait","Jamais","Oui","Jamais",NA,"Bien","Oui","Équipement et outils Actifs reçus de l'OIM","Non","Très bien","Bien","Bien",NA,"Acceptable","Oui","Acceptable","Bien","Bien","Bien","Des fois ( 2 ou 3 fois le mois)","Tres bon - un très fort réseau","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non",1,1,1,1,0.5,0.75,1,1,1,1,0.75,0.75,0.5,0.5,1,0.5,0.75,0.75,0.75,0.708333333333333,0.5,1,1,1,1,1,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.04,0.02,0.0975,0.0225,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.09,0.0225,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.1125,0.0225,0.0566666666666667,0.0283333333333333,0.06,0.02,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.9275,0.736666666666667
"916","LY1021002735","Satisafait","Souvent( au moins une fois la semaine)","Non","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Non","Faible","Bien","Bien","Oui","Acceptable","Oui","Bien","Acceptable","Faible","Faible","Jamais","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non",0.75,0.25,0,1,0.5,0.5,1,0,1,0.25,0.75,0.75,1,0.5,1,0.75,0.5,0.25,0.25,0.5,0,0.5,0.75,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.04,0.02,0,0,0.025,0.015,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0,0,0.1,0.03,0.5775,0.505
"917","NE1022X002652","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Non","Faible","Très faible","Acceptable",NA,"Faible","Oui","Acceptable","Acceptable","Très faible","Très faible","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non",0.75,0,0,1,0.5,0.5,1,0,1,0.25,0,0.5,0.5,0.25,1,0.5,0.5,0,0,0.333333333333333,0.25,0.75,0.75,0.75,1,1,0.5,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0,0,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0,0,0.055,0.015,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.0266666666666667,0.0133333333333333,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.075,0.0375,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.5475,0.221666666666667
"918","LY1022008803","Insatisfait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Acceptable","Non","Aucun actif détenu","Non","Très faible","Très faible","Acceptable","Oui","Faible","Oui","Bien","Acceptable","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Souvent( au moins une fois la semaine)","Très souvent discriminé(Chaque semaine / Chaque jour)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui",0.25,0,1,0.5,0,0.5,0,0,1,0,0,0.5,1,0.25,1,0.75,0.5,0.25,0.25,0.375,0.25,0.5,1,0.75,0.25,0.25,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.0375,0.0125,0,0,0.08,0.02,0.05,0.01,0,0,0.065,0.015,0,0,0,0,0.13,0.03,0,0,0,0,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0.03,0.01,0.025,0.015,0.15,0.04,0.075,0.0375,0.03,0.0025,0.0275,0,0,0,0,0,0.3625,0.3225
"919","LY1021010569","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Terre Autre (veuillez préciser)","Non","Très bien","Très bien","Bien","Oui","Faible","Oui","Bien","Très faible","Très faible","Très faible","Jamais","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non",0.75,0,0,1,1,0.5,1,1,1,1,1,0.75,1,0.25,1,0.75,0,0,0,0.458333333333333,0,0.5,1,1,1,1,0.75,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0,0,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.0825,0.0225,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.0366666666666667,0.0183333333333333,0,0,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0.1,0.03,0.6975,0.489166666666667
"920","Ly1021010520","Très insatisafait","Souvent( au moins une fois la semaine)","Non","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Non","Aucun actif détenu","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Faible","Faible","Faible","Faible","Des fois ( 2 ou 3 fois le mois)","Mauvais","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Des fois ( 2 ou 3 fois le mois)","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Non",0,0.25,0,0.5,1,0.25,0,0,0,0.5,0.5,0.5,1,0.5,1,0.25,0.25,0.25,0.25,0.375,0.5,0.25,0.75,1,0.5,0.75,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0,0,0.03,0.02,0,0,0.05,0.01,0.08,0.04,0.0325,0.0075,0,0,0,0,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0.06,0.02,0.0125,0.0075,0.1125,0.03,0.1,0.05,0.06,0.005,0.0825,0,0.025,0.01,0.1,0.03,0.1925,0.4625
"921",NA,"Neutre","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Faible","Oui","Aucun actif détenu","Non","Faible","Faible","Acceptable","Oui","Acceptable","Oui","Très bien","Acceptable","Très faible","Très faible","Des fois ( 2 ou 3 fois le mois)","Bien","je suis un peu d'accord","Neutre","Jamais","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Non",0.5,0,0,1,0.5,0.25,1,0,1,0.25,0.25,0.5,1,0.5,1,1,0.5,0,0,0.458333333333333,0.5,0.75,0.75,0.5,1,0.75,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0,0,0,0,0.1,0.02,0.04,0.02,0.0325,0.0075,0.1,0.03,0,0,0.13,0.03,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0,0,0.0366666666666667,0.0183333333333333,0.06,0.02,0.0375,0.0225,0.1125,0.03,0.05,0.025,0.12,0.01,0.0825,0,0.025,0.01,0.1,0.03,0.4775,0.326666666666667
"922","LY1021008553","Satisafait","Souvent( au moins une fois la semaine)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Très bien","Non","Actifs reçus de l'OIM","Oui","Faible","Faible","Acceptable","Oui","Acceptable","Non","Acceptable","Très faible","Acceptable","Faible","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non",0.75,0.25,0,0.75,1,1,0,1,0,0.25,0.25,0.5,1,0.5,0,0.5,0,0.5,0.25,0.375,0.5,0.5,0.75,0.5,0.75,1,0.75,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.03,0.02,0,0,0.075,0.015,0.08,0.04,0.13,0.03,0,0,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.1,0.03,0.0375,0.0075,0.03,0.015,0.06,0.02,0.025,0.015,0.1125,0.03,0.05,0.025,0.09,0.0075,0.11,0,0.075,0.03,0.1,0.03,0.5375,0.4075
"923","LY1022002520","Neutre","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Bien","Faible","Très faible","Très faible","Rarement( Une fois le mois ou pas tous les mois)","Bien","je suis un peu d'accord","Je ne me sens pas en sécurité la plupart du temps","Jamais","Jamais discriminé","Souvent( au moins une fois la semaine)","Non",0.5,0,0,1,0.5,0.5,1,0,1,0.5,0.5,0.5,1,0.25,1,0.75,0.25,0,0,0.375,0.25,0.75,0.75,0.25,1,1,0.25,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.075,0.025,0,0,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.03,0.015,0.03,0.01,0.0375,0.0225,0.1125,0.03,0.025,0.0125,0.12,0.01,0.11,0,0.025,0.01,0.1,0.03,0.51,0.345
"924","NE1021X053434","Satisafait","Des fois ( 2 ou 3 fois le mois)","Je ne sait pas","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Acceptable","Acceptable","Oui","Bien","Oui","Acceptable","Bien","Faible","Acceptable","Souvent( au moins une fois la semaine)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui",0.75,0.5,0.5,0.5,1,0.25,1,1,1,0.5,0.5,0.5,1,0.75,1,0.5,0.75,0.25,0.5,0.541666666666667,0.75,0.25,1,0.75,1,1,0.75,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.1125,0.0375,0.06,0.04,0.04,0.01,0.05,0.01,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.09,0.03,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0433333333333333,0.0216666666666667,0.09,0.03,0.0125,0.0075,0.15,0.04,0.075,0.0375,0.12,0.01,0.11,0,0.075,0.03,0,0,0.715,0.543333333333333
