"ID","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore","migration_duration","TrainingDuration","MBSupportDuration","MBAssistanceDuration","sex","age","return_country","origin_country","FinancialServices","Training","SocialSupport","MaterialAssistance","MedicalSupport","PsychosocialSupport","MicrobusinessFormOfAssistance"
"TN1021003520",0.6625,0.7216666666666667,0.5225,0.6083333333333334,7,0,29,230,"Homme",38,"Algérie","Autre","No","No","Yes","No","No","No","CAS"
"TN1021003559",0.7424999999999999,0.525,0.815,0.7025000000000001,2,0,64,308,"Homme",25,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003560",0.7424999999999999,0.525,0.815,0.7050000000000002,2,0,53,275,"Homme",32,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003568",0.3775,0.5058333333333332,0.22249999999999998,0.3566666666666667,10,1,22,252,"Homme",33,"Autre","Autre","No","Yes","No","No","No","Yes","CAS"
"TN1021003569",0.7424999999999999,0.525,0.8400000000000001,0.7175000000000001,2,0,66,306,"Homme",29,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003571",0.7675,0.5533333333333333,0.8025,0.7116666666666667,1,0,66,306,"Homme",24,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021003584",0.7025,0.7250000000000001,0.665,0.6699999999999999,3,0,43,211,"Femme",36,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1021003627",0.7,0.4075,0.6849999999999999,0.6175000000000002,1,0,188,71,"Homme",19,"Algérie","Autre","No","No","No","No","No","Yes","CAS"
"TN10210C4A3E76DF9F",0.5025,0.5825,0.7675000000000001,0.6425000000000001,2,0,98,285,"Homme",24,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1021303FDC14F359",0.5025,0.525,0.8274999999999999,0.6500000000000001,2,0,98,285,"Homme",23,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN10215CF5C712893C",0.905,0.6166666666666667,0.79,0.7908333333333336,1,0,118,213,"Homme",22,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"TN102184DD5E4A70A1",0.41,0.4091666666666667,0.8150000000000001,0.5433333333333334,2,0,352,28,"Homme",23,"Autre","Autre","Yes","No","No","No","No","Yes","KND"
"TN102197B5452D2651",0.425,0.7491666666666665,0.9249999999999999,0.6908333333333333,2,0,85,211,"Homme",30,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1021ABF2DA25CF23",0.8099999999999999,0.5566666666666666,0.8274999999999999,0.7408333333333335,0,0,48,328,"Femme",21,"Autre","Mali","Yes","No","No","No","No","No","KND"
"TN1021EE907C44538D",0.8975,0.5491666666666666,0.7400000000000001,0.7533333333333334,3,0,141,272,"Femme",23,"Autre","Autre","Yes","No","No","No","No","No","KND"
"TN1021FA713D328D28",0.655,0.5133333333333333,0.665,0.5566666666666666,2,0,142,236,"Homme",34,"Autre","Autre","Yes","No","No","No","No","No","KND"
"TN1022001043",0.5475,0.525,0.8274999999999999,0.6350000000000001,1,0,75,246,"Homme",21,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001045",0.7424999999999999,0.5783333333333334,0.8025,0.7141666666666667,1,0,71,231,"Homme",21,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001118",0.6675,0.3808333333333333,0.645,0.5816666666666667,6,1,34,210,"Femme",44,"Autre","Autre","No","Yes","No","No","Yes","Yes","CAS"
"TN1022001126",0.6325000000000001,0.525,0.7425,0.6375000000000001,1,0,71,266,"Homme",23,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001205",0.4225,0.4266666666666667,0.37749999999999995,0.4158333333333334,1,0,104,154,"Homme",38,"Autre","Autre","No","No","No","No","No","Yes","CAS"
"TN1022001258",0.385,0.6575,0.6875000000000001,0.6175,6,0,71,231,"Femme",27,"Autre","Autre","No","No","Yes","Yes","No","Yes","CAS"
"TN1022001267",0.7675,0.525,0.815,0.7100000000000002,1,0,54,274,"Homme",20,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001269",0.6575,0.525,0.8274999999999999,0.6650000000000001,1,0,60,268,"Homme",21,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001292",0.7175,0.525,0.7549999999999999,0.6800000000000002,2,0,53,275,"Homme",25,"Autre","Tchad","No","No","No","No","No","No","KND"
"TN1022001703",0.4325,0.8,0.7675000000000001,0.6975,6,0,78,181,"Femme",27,"Autre","Autre","No","No","Yes","Yes","No","Yes","CAS"
"TN1022001706",0.6525,0.6291666666666667,0.5924999999999999,0.6358333333333333,4,0,29,223,"Femme",23,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1022001732",0.58,0.6733333333333335,0.6625000000000001,0.6491666666666667,6,0,29,238,"Homme",31,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1022001814",0.715,0.6833333333333335,0.77,0.7341666666666667,2,0,69,163,"Homme",23,"Autre","Autre","No","No","Yes","No","No","Yes","CAS"
"TN1022001950",0.6799999999999999,0.7766666666666666,0.76,0.7458333333333335,5,0,57,189,"Homme",31,"Autre","Autre","No","No","No","No","No","No","CAS"
"TN1022001953",0.7949999999999999,0.6858333333333333,0.7675000000000001,0.7541666666666667,6,0,57,188,"Femme",23,"Autre","Autre","No","No","No","No","No","No","CAS"
NA,0.655,0.6925000000000001,0.9449999999999998,0.76,24,0,0,0,"Homme",29,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6325,0.525,0.8274999999999999,0.68,2,0,0,0,"Homme",28,"Autre","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5975,0.4458333333333333,0.655,0.5441666666666667,0,0,0,0,"Femme",32,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.235,0.4075,0.7100000000000001,0.46499999999999997,2,0,0,0,"Homme",27,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5025,0.525,0.8274999999999999,0.6500000000000001,3,0,0,0,"Homme",25,"Autre","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.67,0.3566666666666667,0.8099999999999999,0.6233333333333333,5,0,0,0,"Homme",25,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5275,0.56,0.67,0.5850000000000001,3,0,0,0,"Homme",22,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.3575,0.36833333333333335,0.8300000000000001,0.5291666666666667,3,0,0,0,"Homme",23,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.655,0.6950000000000001,0.6449999999999999,0.6275000000000001,6,0,0,0,"Femme",35,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6499999999999999,0.6441666666666667,0.7150000000000001,0.6808333333333333,5,0,0,0,"Homme",37,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.3875,0.4608333333333333,0.5375000000000001,0.4241666666666667,3,0,0,0,"Homme",27,"Algérie","Guinee Conakry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.2575,0.405,0.62,0.4550000000000002,3,0,0,0,"Homme",27,"Algérie","Guinee Conakry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7224999999999999,0.5058333333333332,0.9449999999999998,0.7591666666666668,4,0,0,0,"Homme",41,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8099999999999999,0.525,0.855,0.7525000000000002,5,0,0,0,"Homme",24,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.62,0.7450000000000001,0.8900000000000001,0.7725000000000001,3,0,0,0,"Homme",29,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7224999999999999,0.7216666666666667,0.8674999999999999,0.7958333333333334,13,0,0,0,"Homme",23,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.545,0.4058333333333333,0.73,0.5716666666666668,3,0,0,0,"Homme",23,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.9275,0.7766666666666666,0.8674999999999999,0.8683333333333334,2,0,0,0,"Homme",30,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.72,0.6800000000000002,0.8200000000000001,0.7825,3,0,0,0,"Homme",27,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7075,0.7433333333333333,0.825,0.7691666666666669,10,0,0,0,"Homme",45,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.545,0.78,0.8525,0.715,36,0,0,0,"Homme",36,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6275,0.42916666666666664,0.7675,0.6408333333333334,1,0,0,0,"Homme",31,"Algérie","Mali","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5575,0.6558333333333334,0.7274999999999999,0.6216666666666667,3,0,0,0,"Homme",22,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6825,0.49750000000000005,0.73,0.6225000000000002,5,0,0,0,"Homme",50,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6575,0.4891666666666667,0.945,0.7433333333333334,0,0,0,0,"Homme",51,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.785,0.5016666666666666,0.945,0.7808333333333335,4,0,0,0,"Homme",28,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8975,0.4558333333333333,0.945,0.7941666666666668,4,0,0,0,"Homme",25,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6125,0.5033333333333333,0.575,0.6116666666666667,4,0,0,0,"Homme",25,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7424999999999999,0.5291666666666667,0.785,0.7308333333333334,8,0,0,0,"Homme",38,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.4425,0.4641666666666667,0.7425,0.5733333333333334,2,0,0,0,"Homme",22,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.41500000000000004,0.4791666666666667,0.625,0.5258333333333334,4,0,0,0,"Femme",26,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.73,0.6608333333333334,0.7825000000000001,0.7441666666666668,24,0,0,0,"Homme",22,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.2925,0.515,0.475,0.4700000000000001,5,0,0,0,"Homme",30,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.4275,0.53,0.6174999999999999,0.5125000000000002,26,0,0,0,"Homme",26,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5425,0.5408333333333333,0.9,0.6641666666666667,2,0,0,0,"Homme",51,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.46749999999999997,0.6841666666666666,0.7324999999999999,0.6108333333333333,8,0,0,0,"Femme",25,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.455,0.4408333333333333,0.5925,0.5066666666666667,6,0,0,0,"Homme",36,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6225,0.6775,0.9449999999999998,0.755,3,0,0,0,"Homme",23,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5650000000000001,0.53,0.6025,0.6050000000000001,2,0,0,0,"Homme",20,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7124999999999999,0.6325000000000001,0.8799999999999999,0.7750000000000001,4,0,0,0,"Homme",29,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.31000000000000005,0.525,0.3475,0.4600000000000001,0,0,0,0,"Homme",27,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.33999999999999997,0.33,0.8525,0.5500000000000002,1,0,0,0,"Homme",24,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5375000000000001,0.6133333333333333,0.9375,0.7266666666666667,4,0,0,0,"Homme",36,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.565,0.8175000000000001,0.795,0.73,4,0,0,0,"Homme",28,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7374999999999999,0.6633333333333333,0.7949999999999999,0.7566666666666667,4,0,0,0,"Homme",33,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7899999999999999,0.8208333333333334,0.9075,0.8166666666666667,24,0,0,0,"Homme",34,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.34750000000000003,0.5675000000000001,0.5725,0.5400000000000001,2,0,0,0,"Homme",34,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.72,0.78,0.9624999999999999,0.8150000000000001,24,0,0,0,"Femme",26,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6950000000000001,0.3983333333333333,0.71,0.6341666666666668,0,0,0,0,"Homme",35,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7175,0.6816666666666666,0.735,0.7383333333333335,2,0,0,0,"Homme",29,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.72,0.7516666666666667,0.795,0.7583333333333335,2,0,0,0,"Homme",34,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8350000000000001,0.7833333333333333,0.865,0.8441666666666667,4,0,0,0,"Homme",31,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.64,0.5666666666666667,0.7525,0.6808333333333334,1,0,0,0,"Homme",24,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.635,0.615,0.915,0.7400000000000002,1,0,0,0,"Homme",27,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.4175,0.5833333333333333,0.79,0.6141666666666666,4,0,0,0,"Homme",27,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7675,0.78,0.945,0.8525000000000003,6,0,0,0,"Homme",55,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8099999999999999,0.78,0.915,0.8450000000000002,8,0,0,0,"Homme",38,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.51,0.7783333333333333,0.8300000000000001,0.7291666666666667,5,0,0,0,"Homme",36,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6,0.4325,0.79,0.6225000000000002,1,0,0,0,"Homme",15,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.635,0.7116666666666667,0.7699999999999999,0.6783333333333333,2,0,0,0,"Femme",40,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8099999999999999,0.6091666666666666,0.825,0.7308333333333336,2,0,0,0,"Homme",29,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6549999999999999,0.5816666666666667,0.8875,0.7333333333333333,2,0,0,0,"Homme",40,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5625,0.7816666666666666,0.6349999999999999,0.6183333333333334,2,0,0,0,"Homme",39,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5025000000000001,0.3325,0.3,0.34500000000000003,7,0,0,0,"Homme",21,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.71,0.5675000000000001,0.535,0.6425000000000001,1,0,0,0,"Homme",18,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.23249999999999998,0.7408333333333333,0.63,0.4916666666666667,3,0,0,0,"Homme",35,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.32,0.38,0.5924999999999999,0.4800000000000001,0,0,0,0,"Femme",29,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.3225,0.6208333333333333,0.585,0.5266666666666667,6,0,0,0,"Homme",46,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.49250000000000005,0.4716666666666667,0.655,0.5083333333333333,2,0,0,0,"Homme",21,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.485,0.7616666666666666,0.9749999999999999,0.7408333333333333,29,0,0,0,"Homme",59,"Autre","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6749999999999999,0.7450000000000001,0.9574999999999999,0.8125000000000001,3,0,0,0,"Homme",23,"Algérie","Guinee Conakry","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.645,0.72,0.9199999999999999,0.7800000000000001,36,0,0,0,"Femme",29,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8574999999999999,0.7766666666666666,0.9099999999999999,0.8633333333333335,3,0,0,0,"Homme",35,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.4775,0.36666666666666664,0.71,0.5433333333333334,3,0,0,0,"Homme",22,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5575,0.5575,0.49750000000000005,0.5475000000000001,0,0,0,0,"Homme",26,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.53,0.3441666666666666,0.6525000000000001,0.5858333333333334,1,0,0,0,"Homme",24,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.475,0.4583333333333333,0.635,0.5891666666666667,1,0,0,0,"Homme",25,"Algérie","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6825,0.8058333333333333,0.7324999999999999,0.6966666666666669,2,0,0,0,"Homme",41,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7699999999999999,0.6791666666666667,0.8725,0.7808333333333335,2,0,0,0,"Homme",23,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.38749999999999996,0.5583333333333333,0.8525,0.6166666666666668,1,0,0,0,"Homme",26,"Algérie","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7849999999999999,0.7491666666666668,0.7949999999999999,0.7958333333333336,3,0,0,0,"Homme",39,"Libye","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5025,0.525,0.8400000000000001,0.6575000000000001,2,0,0,0,"Homme",28,"Autre","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.33749999999999997,0.5566666666666666,0.21500000000000002,0.3433333333333333,6,0,0,0,"Homme",27,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7875,0.39916666666666667,0.8899999999999999,0.7033333333333335,1,0,0,0,"Homme",31,"Algérie","Mali","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6325,0.5283333333333333,0.79,0.6616666666666667,3,0,0,0,"Homme",30,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.6875,0.525,0.9999999999999999,0.7925000000000001,2,0,0,0,"Homme",35,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7424999999999999,0.4916666666666667,0.755,0.6683333333333334,2,0,0,0,"Homme",23,"Niger","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5599999999999999,0.4916666666666667,0.8025,0.6283333333333334,1,0,0,0,"Homme",16,"Autre","Tchad","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.56,0.5233333333333334,0.705,0.6141666666666667,0,0,0,0,"Homme",20,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.8099999999999999,0.685,0.7875,0.7625000000000002,9,0,0,0,"Homme",42,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.41000000000000003,0.5633333333333334,0.5175,0.5241666666666668,5,0,0,0,"Homme",36,"Autre","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.905,0.7216666666666667,0.9025000000000001,0.8558333333333334,0,0,0,0,"Homme",28,"Niger","Autre","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.5325,0.6016666666666666,0.9449999999999998,0.7183333333333334,5,0,0,0,"Femme",28,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
NA,0.7124999999999999,0.6541666666666667,0.765,0.6983333333333336,36,0,0,0,"Homme",27,"Libye","Niger","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
