"","ID","interview_date","sex","age","migration_duration","return_country","origin_country","1_economic","2_food","3_borrow","4_borrow_freq","5_debt_ratio","6_employment","7_working","8_assets","9_searching_job","10_housing","11_housing_qual","12_education","13_school","14_justice","15_id","16_documentation","17_water","18_health","19_health_qual","21_socialize","22_network","23_community","24_safety","25_family_conflict","26_discrimination","27_distress","28_psy_support","29_able_to_stay","30_wish_vs_need_leave","1_economic_n","2_food_n","3_borrow_n","4_borrow_freq_n","5_debt_ratio_n","6_employment_n","7_working_n","8_assets_n","9_searching_job_n","10_housing_n","11_housing_qual_n","12_education_n","13_school_n","14_justice_n","15_id_n","16_documentation_n","17_water_n","18_health_n","19_health_qual_n","20_services_construct_n","21_socialize_n","22_network_n","23_community_n","24_safety_n","25_family_conflict_n","26_discrimination_n","27_distress_n","28_psy_support_n","29_able_to_stay_n","30_wish_vs_need_leave_n","29_30_remigration_construct","1_economic_dim_weight","1_economic_comp_weight","2_food_dim_weight","2_food_comp_weight","3_borrow_dim_weight","3_borrow_comp_weight","4_borrow_freq_dim_weight","4_borrow_freq_comp_weight","5_debt_ratio_dim_weight","5_debt_ratio_comp_weight","6_employment_dim_weight","6_employment_comp_weight","7_working_dim_weight","7_working_comp_weight","8_assets_dim_weight","8_assets_comp_weight","9_searching_job_dim_weight","9_searching_job_comp_weight","10_housing_dim_weight","10_housing_comp_weight","11_housing_qual_dim_weight","11_housing_qual_comp_weight","12_education_dim_weight","12_education_comp_weight","13_school_dim_weight","13_school_comp_weight","14_justice_dim_weight","14_justice_comp_weight","15_id_dim_weight","15_id_comp_weight","16_documentation_dim_weight","16_documentation_comp_weight","17_water_dim_weight","17_water_comp_weight","18_health_dim_weight","18_health_comp_weight","19_health_qual_dim_weight","19_health_qual_comp_weight","20_services_construct_dim_weight","20_services_construct_comp_weight","21_socialize_dim_weight","21_socialize_comp_weight","22_network_dim_weight","22_network_comp_weight","23_community_dim_weight","23_community_comp_weight","24_safety_dim_weight","24_safety_comp_weight","25_family_conflict_dim_weight","25_family_conflict_comp_weight","26_discrimination_dim_weight","26_discrimination_comp_weight","27_distress_dim_weight","27_distress_comp_weight","28_psy_support_dim_weight","28_psy_support_comp_weight","29_30_remigration_construct_dim_weight","29_30_remigration_construct_comp_weight","1_economic_dim_score","1_economic_comp_score","2_food_dim_score","2_food_comp_score","3_borrow_dim_score","3_borrow_comp_score","4_borrow_freq_dim_score","4_borrow_freq_comp_score","5_debt_ratio_dim_score","5_debt_ratio_comp_score","6_employment_dim_score","6_employment_comp_score","7_working_dim_score","7_working_comp_score","8_assets_dim_score","8_assets_comp_score","9_searching_job_dim_score","9_searching_job_comp_score","10_housing_dim_score","10_housing_comp_score","11_housing_qual_dim_score","11_housing_qual_comp_score","12_education_dim_score","12_education_comp_score","13_school_dim_score","13_school_comp_score","14_justice_dim_score","14_justice_comp_score","15_id_dim_score","15_id_comp_score","16_documentation_dim_score","16_documentation_comp_score","17_water_dim_score","17_water_comp_score","18_health_dim_score","18_health_comp_score","19_health_qual_dim_score","19_health_qual_comp_score","20_services_construct_dim_score","20_services_construct_comp_score","21_socialize_dim_score","21_socialize_comp_score","22_network_dim_score","22_network_comp_score","23_community_dim_score","23_community_comp_score","24_safety_dim_score","24_safety_comp_score","25_family_conflict_dim_score","25_family_conflict_comp_score","26_discrimination_dim_score","26_discrimination_comp_score","27_distress_dim_score","27_distress_comp_score","28_psy_support_dim_score","28_psy_support_comp_score","29_30_remigration_construct_dim_score","29_30_remigration_construct_comp_score","EconomicScore","SocialScore","PsychoSocialScore","CompositeScore"
"883","TN1021001215","2022-12-01","Homme","22","2","Tunisie","Cote d'ivoire","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Actifs reçus de l'OIM","Oui","Acceptable","Bien","Bien","Oui","Acceptable","Oui","Bien","Faible","Bien","Acceptable","Souvent( au moins une fois la semaine)","Je ne sais pas","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Souvent( au moins une fois la semaine)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Je ne sait pas","Je ne sait pas","SOUHAITAIS PARTIR - Par exemple, mes amis / membres de ma famille me manquent ailleurs; les facteurs culturels; souhaite poursuivre des études à l’étranger; etc.",0.75,0,0,1,1,0.5,0,1,0,0.5,0.75,0.75,1,0.5,1,0.75,0.25,0.75,0.5,0.583333333333333,0.75,0.5,0.75,0.75,0.25,1,0.75,0.5,0,1,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0,0,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.05,0.015,0.09,0.0225,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.15,0.045,0.075,0.015,0.0466666666666667,0.0233333333333333,0.09,0.03,0.025,0.015,0.1125,0.03,0.075,0.0375,0.03,0.0025,0.11,0,0.075,0.03,0.05,0.015,0.15,0.1,0.4675,0.674166666666667,0.7175,0.635833333333333
"884","CH5021X011929","2022-11-29","Homme","27","1","Niger","Guinee Conakry","Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Non","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Acceptable","Bien","Faible","Acceptable","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Non","Oui",NA,0.75,0.5,0,1,1,0.5,0,1,0,0.5,0.5,0.5,1,0.5,1,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1,0.75,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.04,0.02,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.075,0.03,0.1,0.03,0.15,0.1,0.5275,0.51,0.7975,0.6375
"885","GM1021001372","2022-11-30","Homme","25","0","Gambie","Guinee Conakry","Insatisfait","Souvent( au moins une fois la semaine)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Faible","Faible","Acceptable","Oui","Acceptable","Non","Acceptable","Faible","Faible","Faible","Des fois ( 2 ou 3 fois le mois)","Correct","je suis un peu d'accord","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Jamais discriminé","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.25,0.25,0,0.75,1,0.25,1,1,1,0.25,0.25,0.5,1,0.5,0,0.5,0.25,0.25,0.25,0.375,0.5,0.5,0.75,0.75,0.75,1,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.03,0.02,0,0,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0,0,0,0,0,0,0.05,0.015,0.0375,0.0075,0.03,0.015,0.06,0.02,0.025,0.015,0.1125,0.03,0.075,0.0375,0.09,0.0075,0.11,0,0.025,0.01,0.1,0.03,0.15,0.1,0.595,0.3575,0.7475,0.5425
"886","MR1022001004","2022-11-14","Femme","31","4","Algérie","Cameroun","Insatisfait","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Très faible","Oui","Actifs reçus de l'OIM","Non","Acceptable","Très bien","Bien","Oui","Acceptable","Oui","Très faible","Très bien","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Rarement discriminé( C'est arrivé une fois)","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Oui",NA,0.25,0.75,1,0.75,1,0,1,1,1,0.5,1,0.75,1,0.5,1,0,1,0.5,0.5,0.541666666666667,0.25,0.5,0.75,1,0,0.75,0,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0,0,0.1,0.03,0.11,0.03,0.13,0.03,0.05,0.015,0.12,0.03,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0433333333333333,0.0216666666666667,0.03,0.01,0.025,0.015,0.1125,0.03,0.1,0.05,0,0,0.0825,0,0,0,0.1,0.03,0.15,0.1,0.7025,0.650833333333333,0.6,0.696666666666667
"887","DZ1022001341","2022-12-01","Homme","30","3","Algérie","Cote d'ivoire","Satisafait","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Non","Jamais","Les dépenses sont plus importantes","Très faible","Oui","Actifs reçus de l'OIM","Oui","Faible","Faible","Bien",NA,"Acceptable","Oui","Acceptable","Faible","Faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Je ne sais pas","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Rarement( Une fois le mois ou pas tous les mois)","Rarement discriminé( C'est arrivé une fois)","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.75,0,0,1,1,0,1,1,0,0.25,0.25,0.75,0.5,0.5,1,0.5,0.25,0.25,0.25,0.416666666666667,0.25,0.5,1,0.75,0.75,0.75,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0,0,0,0,0.1,0.02,0.08,0.04,0,0,0.1,0.03,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.0825,0.0225,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.0375,0.0075,0.0333333333333333,0.0166666666666667,0.03,0.01,0.025,0.015,0.15,0.04,0.075,0.0375,0.09,0.0075,0.0825,0,0.025,0.01,0.1,0.03,0.15,0.1,0.5025,0.403333333333333,0.7275,0.564166666666667
"888",NA,"2022-11-14","Homme","27","6","Egypte","Cameroun","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","La dette est plus grande","Très faible","Non","Actifs reçus de l'OIM","Oui","Acceptable","Acceptable","Acceptable","Oui","Acceptable","Oui","Faible","Acceptable","Acceptable","Acceptable","Jamais","Mauvais","je suis un peu en désaccord","Je ne me sens pas en sécurité la plupart du temps","Souvent( au moins une fois la semaine)","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Je ne sait pas","BESOIN DE PARTIR - Par exemple, le manque d’emplois; le manque de sécurité; faibles revenus; le manque de services essentiels; la pression familiale; etc.",0.25,0.5,1,0.5,0,0,0,1,0,0.5,0.5,0.5,1,0.5,1,0.25,0.5,0.5,0.5,0.458333333333333,0,0.25,0.25,0.25,0.25,1,0,0,0,0,0,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.08,0.02,0.05,0.01,0,0,0,0,0,0,0.11,0.03,0,0,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0366666666666667,0.0183333333333333,0,0,0.0125,0.0075,0.0375,0.01,0.025,0.0125,0.03,0.0025,0.11,0,0,0,0,0,0,0,0.3375,0.556666666666667,0.215,0.343333333333333
"889","NE1020X021608","2022-11-15","Homme","31","15","Algérie","Cameroun","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Très faible","Oui","Actifs reçus de l'OIM","Oui","Très faible","Très faible","Acceptable",NA,"Bien","Oui","Faible","Très faible","Acceptable","Acceptable","Souvent( au moins une fois la semaine)","Correct","je suis un peu d'accord","Je me sens très en sécurité tout le temps","Souvent( au moins une fois la semaine)","Parfois discriminé(C'est arrrivé plusieurs fois)","Jamais","Non","Oui",NA,0.5,0.75,1,0.5,1,0,1,1,0,0,0,0.5,0.5,0.75,1,0.25,0,0.5,0.5,0.333333333333333,0.75,0.5,0.75,1,0.25,0.5,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.09,0.06,0.08,0.02,0.05,0.01,0.08,0.04,0,0,0.1,0.03,0.11,0.03,0,0,0,0,0,0,0.055,0.015,0.035,0.01,0.09,0.03,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0266666666666667,0.0133333333333333,0.09,0.03,0.025,0.015,0.1125,0.03,0.1,0.05,0.03,0.0025,0.055,0,0.1,0.04,0.1,0.03,0.15,0.1,0.585,0.431666666666667,0.7625,0.675833333333333
"890","CH5018X013663","2022-11-16","Homme","39","7","Algérie","Cameroun","Très insatisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","Les dépenses sont plus importantes","Très faible","Non","Actifs reçus de l'OIM","Oui","Faible","Faible","Acceptable","Oui","Je ne sais pas","Oui","Très faible","Faible","Acceptable","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Rarement( Une fois le mois ou pas tous les mois)","Oui","Oui",NA,0,0.75,0,1,1,0,0,1,0,0.25,0.25,0.5,1,0.5,1,0,0.25,0.5,0.5,0.333333333333333,0.25,0.5,1,1,1,1,0.75,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0,0,0.09,0.06,0,0,0.1,0.02,0.08,0.04,0,0,0,0,0.11,0.03,0,0,0.025,0.0075,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0266666666666667,0.0133333333333333,0.03,0.01,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.075,0.03,0,0,0.15,0.1,0.38,0.491666666666667,0.76,0.583333333333333
"891",NA,"2022-11-18","Femme","49","15","Burkina Faso","Cameroun","Insatisfait","Souvent( au moins une fois la semaine)","Non","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Très faible","Oui","Aucun actif détenu","Oui","Très faible","Très faible","Acceptable",NA,"Acceptable","Oui","Faible","Très faible","Très faible","Faible","Rarement( Une fois le mois ou pas tous les mois)","Mauvais","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens en sécurité la plupart du temps","Souvent( au moins une fois la semaine)","Parfois discriminé(C'est arrrivé plusieurs fois)","Souvent( au moins une fois la semaine)","Non","Oui",NA,0.25,0.25,0,0.75,1,0,1,0,0,0,0,0.5,0.5,0.5,1,0.25,0,0,0.25,0.208333333333333,0.25,0.25,1,0.75,0.25,0.5,0.25,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.03,0.02,0,0,0.075,0.015,0.08,0.04,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0.055,0.015,0.035,0.01,0.06,0.02,0.05,0.05,0,0,0,0,0,0,0.0375,0.0075,0.0166666666666667,0.00833333333333333,0.03,0.01,0.0125,0.0075,0.15,0.04,0.075,0.0375,0.03,0.0025,0.055,0,0.025,0.01,0.1,0.03,0.15,0.1,0.3225,0.254166666666667,0.6275,0.465833333333333
"892","MA1021002225","2022-11-18","Femme","38","1","Maroc","Cameroun","Insatisfait","Des fois ( 2 ou 3 fois le mois)","Oui","Souvent( au moins une fois la semaine)","La dette est plus grande","Faible","Oui","Actifs reçus de l'OIM","Oui","Acceptable","Faible","Acceptable","Oui","Acceptable","Oui","Acceptable","Faible","Faible","Acceptable","Souvent( au moins une fois la semaine)","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Souvent( au moins une fois la semaine)","Parfois discriminé(C'est arrrivé plusieurs fois)","Souvent( au moins une fois la semaine)","Oui","Oui",NA,0.25,0.5,1,0.25,0,0.25,1,1,0,0.5,0.25,0.5,1,0.5,1,0.5,0.25,0.25,0.5,0.416666666666667,0.75,0.5,1,1,0.25,0.5,0.25,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.0375,0.0125,0.06,0.04,0.08,0.02,0.025,0.005,0,0,0.0325,0.0075,0.1,0.03,0.11,0.03,0,0,0.05,0.015,0.03,0.0075,0.055,0.015,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0333333333333333,0.0166666666666667,0.09,0.03,0.025,0.015,0.15,0.04,0.1,0.05,0.03,0.0025,0.055,0,0.025,0.01,0,0,0.15,0.1,0.445,0.473333333333333,0.625,0.566666666666667
"893","LY1022007980","2022-12-02","Femme","25","4","Libye","Nigeria","Satisafait","Des fois ( 2 ou 3 fois le mois)","Non","Jamais",NA,"Acceptable","Oui","Aucun actif détenu","Non","Très bien","Acceptable","Très faible",NA,"Faible","Oui","Bien","Faible","Très faible","Très faible","Jamais","Correct","je suis un peu en désaccord","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.75,0.5,0,1,0.5,0.5,1,0,1,1,0.5,0,0.5,0.25,1,0.75,0.25,0,0,0.375,0,0.5,0.25,1,1,1,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.06,0.04,0,0,0.1,0.02,0.04,0.02,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.1,0.03,0.06,0.015,0,0,0.035,0.01,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.03,0.015,0,0,0.025,0.015,0.0375,0.01,0.1,0.05,0.12,0.01,0.11,0,0,0,0,0,0.15,0.1,0.6075,0.305,0.5425,0.5075
"894","NE1021X049295","2022-11-18","Homme","39","1","Inde","Cameroun","Neutre","Rarement( Une fois le mois ou pas tous les mois)","Oui","Rarement( Une fois le mois ou pas tous les mois)","Les dépenses sont plus importantes","Faible","Oui","Actifs reçus de l'OIM","Non","Bien","Très faible","Bien","Oui","Acceptable","Oui","Acceptable","Acceptable","Acceptable","Acceptable","Jamais","Correct","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Jamais","Non","Oui",NA,0.5,0.75,1,0.75,1,0.25,1,1,1,0.75,0,0.75,1,0.5,1,0.5,0.5,0.5,0.5,0.583333333333333,0,0.5,1,1,1,1,1,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.09,0.06,0.08,0.02,0.075,0.015,0.08,0.04,0.0325,0.0075,0.1,0.03,0.11,0.03,0.13,0.03,0.075,0.0225,0,0,0.0825,0.0225,0.07,0.02,0.06,0.02,0.05,0.05,0,0,0,0,0.1,0.03,0.075,0.015,0.0466666666666667,0.0233333333333333,0,0,0.025,0.015,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.7725,0.559166666666667,0.855,0.745833333333334
"895","LY1021007512","2022-12-02","Femme","25","4","Libye","Nigeria","Neutre","Des fois ( 2 ou 3 fois le mois)","Oui","Des fois ( 2 ou 3 fois le mois)","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Très bien","Acceptable","Très faible","Très faible","Des fois ( 2 ou 3 fois le mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Des fois ( 2 ou 3 fois le mois)","Non","Oui",NA,0.5,0.5,1,0.5,1,0.5,1,0,1,0.5,0.5,0.5,1,0.25,1,1,0.5,0,0,0.458333333333333,0.5,0.75,1,1,1,1,0.5,1,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.075,0.025,0.06,0.04,0.08,0.02,0.05,0.01,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0,0,0,0,0.0366666666666667,0.0183333333333333,0.06,0.02,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.05,0.02,0.1,0.03,0.15,0.1,0.64,0.351666666666667,0.8775,0.645833333333333
"896","LY1021011440","2022-12-03","Femme","24","0","Libye","Nigeria","Satisafait","Rarement( Une fois le mois ou pas tous les mois)","Non","Jamais","Les dépenses sont plus importantes","Acceptable","Oui","Aucun actif détenu","Non","Acceptable","Acceptable","Acceptable","Oui","Faible","Oui","Très bien","Bien","Faible","Acceptable","Rarement( Une fois le mois ou pas tous les mois)","Bien","Je suis d'accord - je sens fortement que je fais partie de la communauté","Je me sens très en sécurité tout le temps","Jamais","Jamais discriminé","Très souvent ( plusieurs fois dans la semaine/chaque jours)","Oui","Oui",NA,0.75,0.75,0,1,1,0.5,1,0,1,0.5,0.5,0.5,1,0.25,1,1,0.75,0.25,0.5,0.541666666666667,0.25,0.75,1,1,1,1,0,0,1,0,1,0.15,0.05,0.12,0.08,0.08,0.02,0.1,0.02,0.08,0.04,0.13,0.03,0.1,0.03,0.11,0.03,0.13,0.03,0.1,0.03,0.12,0.03,0.11,0.03,0.07,0.02,0.12,0.04,0.05,0.05,0,0,0,0,0.2,0.06,0.15,0.03,0.08,0.04,0.12,0.04,0.05,0.03,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0.1,0.04,0.1,0.03,0.15,0.1,0.1125,0.0375,0.09,0.06,0,0,0.1,0.02,0.08,0.04,0.065,0.015,0.1,0.03,0,0,0.13,0.03,0.05,0.015,0.06,0.015,0.055,0.015,0.07,0.02,0.03,0.01,0.05,0.05,0,0,0,0,0.05,0.015,0.075,0.015,0.0433333333333333,0.0216666666666667,0.03,0.01,0.0375,0.0225,0.15,0.04,0.1,0.05,0.12,0.01,0.11,0,0,0,0,0,0.15,0.1,0.6775,0.483333333333333,0.6975,0.641666666666667
