"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"SN1019001785","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Non","Oui","1","Oui Négativement","Oui","Individual","Business development/management training","1","2019/08/29 00:00:00","2021-11-22",816,-56.083333333333336
"CH5017X014026","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","3","Non","En nature","Agriculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2017/06/01 00:00:00","2022-04-20",1784,-205.08333333333334
"SN1019001748","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/08/29 00:00:00","2021-07-01",672,87.91666666666667
"SN1021001111","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/11/30 00:00:00","2021-07-17",1325,71.91666666666667
"NE1019X027354","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/04/07 00:00:00","2020-08-11",857,411.9166666666667
"SN1020001444","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/08/01 00:00:00","2022-04-30",1368,-215.08333333333334
"NE1019X000436","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Oui régulièrement","Identique","Oui","Très satisfait","Sénégal","Algerie","Masculin","36-65 ans","6","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","4 et plus","Oui Négativement","Oui","Individual","NULL","NULL","2019/01/16 00:00:00","2020-08-07",569,415.9166666666667
"SN1020001422","2021-09-27","Par téléphone","Fermée","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Oui","2","Oui Négativement","Oui","Collective","Business development/management training","1","2018/08/01 00:00:00","2021-07-01",1065,87.91666666666667
"TD1021001054","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Oui régulièrement","Pire","Non","Satisfait","Sénégal","Tchad","Masculin","18-35 ans","4","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2021/03/23 00:00:00","2021-06-28",97,90.91666666666667
"SN1020001527","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/11/30 00:00:00","2020-07-21",-132,432.9166666666667
"NE1019X069197X1","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Souhaite ne pas répondre","Pire","Ne sait pas","OK","Sierra-Leone","Niger","Masculin","18-35 ans","0","Oui","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2019/10/29 00:00:00","2019-12-31",63,635.9166666666666
"CH5018X003500","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/02/05 00:00:00","2021-03-22",1141,188.91666666666666
"NE1020X012518","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2020/03/04 00:00:00","2021-03-22",383,188.91666666666666
"NE1019X065603","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/10/02 00:00:00","2021-03-22",537,188.91666666666666
"SN1019001774","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Ne sait pas","Très satisfait","Sénégal","Espagne","Masculin","36-65 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/08/29 00:00:00","2022-01-26",881,-121.08333333333333
"MA1021001810","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","3","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/04/08 00:00:00","2021-06-22",75,96.91666666666667
"AR 014109","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Souhaite ne pas répondre","OK","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,NA,NA
"MA1021002044","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Couture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/04/29 00:00:00","2021-07-14",76,74.91666666666667
"CH5017X028647","2021-09-27","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/11/14 00:00:00","2020-08-31",1021,391.9166666666667
NA,"2021-09-28","Par téléphone","Fermée","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Oui Négativement","Non",NA,NA,NA,NA,NA,NA,NA
"ML1019X003791","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","6","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2018/05/09 00:00:00","2021-03-22",1048,189.91666666666666
"SN1020001413","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Oui","4 et plus","Oui Négativement","Oui","Individual","Business development/management training","1","2018/08/01 00:00:00","2021-09-23",1149,4.916666666666667
"SN1019001767","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Ne sait pas","Oui","Très satisfait","Sénégal","Espagne","Masculin","36-65 ans","0","Non","En nature","Agriculture","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2019/08/29 00:00:00","2022-01-23",878,-117.08333333333333
"DZ1020001178","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2020/03/11 00:00:00","2021-07-28",504,61.916666666666664
"AZ-005722-1","2021-09-28","Bureau OIM","Actuellement ouvert et les activités marchent bien","Partiellement","Souhaite ne pas répondre","Pire","Oui","OK","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA
"CH5017X028705","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/11/14 00:00:00","2020-11-02",1084,329.9166666666667
"NY 002646","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Souhaite ne pas répondre","Pire","Ne sait pas","OK","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","Mixte","Bâtiment/construction","Moi uniquement","Oui","Non",NA,"Oui Négativement","Souhaite ne pas répondre",NA,NA,NA,NA,NA,NA,NA
"CH5018X018913","2021-09-28","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/27 00:00:00","2022-02-12",1326,-137.08333333333334
"SN1020001442","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Espagne","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/08/01 00:00:00","2022-04-25",1363,-209.08333333333334
"CH5018X018892","2021-09-28","Par téléphone","Fermée","Non","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36-65 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Business development/management training","1","2018/06/27 00:00:00","2021-03-27",1004,184.91666666666666
"MA1021001338","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/03/12 00:00:00","2021-04-26",45,154.91666666666666
"AR 028740","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Ne sait pas","Ne sait pas","Satisfait","Sierra-Leone","Niger","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui",NA,NA,NA,NA,NA,NA,NA
"NE1019X057325","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","Vocational training","1","2017/09/30 00:00:00","2021-06-02",1341,117.91666666666667
"CH5018X018994","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","3","Oui","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/06/27 00:00:00","2021-04-24",1032,156.91666666666666
"LY1019001337","2021-09-28","Par téléphone","Fermée","Non","Non","Ne sait pas","Oui","Satisfait","Sénégal","Lybie","Masculin","18-35 ans","2","Non","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2019/02/25 00:00:00","2021-03-10",744,201.91666666666666
"NE1019X056363","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/07/13 00:00:00","2022-12-22",1988,-450.0833333333333
"MA1018002379","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Ne sait pas","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","0","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2018/07/01 00:00:00","2020-09-10",802,382.9166666666667
"CH5017X034225","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","18-35 ans","1","Non","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2017/12/05 00:00:00","2020-09-22",1022,370.9166666666667
"NE1019X077367","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi avec des migrants de retour et des membres d’une communauté","Oui","Oui","3","Oui Négativement","Oui","Individual","NULL","NULL","2019/12/11 00:00:00","2020-08-07",240,416.9166666666667
"NE1019X058008","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Oui","Non","Identique","Ne sait pas","Très satisfait","Sénégal","Niger","Masculin","36-65 ans","1","Non","En nature","Bâtiment/construction","Moi uniquement","Oui","Non",NA,"Oui Négativement","Oui","Collective","NULL","NULL","2017/11/01 00:00:00","2020-08-31",1034,392.9166666666667
"NE1019X038168","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","1","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","NULL","NULL","2019/06/13 00:00:00","2020-09-09",454,383.9166666666667
"DZ1020002181","2021-09-28","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Partiellement","Très satisfait","Sénégal","Algerie","Masculin","18-35 ans","2","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Oui Négativement","Oui","Individual","NULL","NULL","2020/11/17 00:00:00","2021-04-18",152,162.91666666666666
