"Project","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TimeToReceiveSupport","ReceivedSupportAs","AssistanceType","BusinessType","BusinessMembers","MicroBusinessLevel","SupportTotalValue","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Très satisfait","Tchad","Lybie","Féminin","36-65 ans",3,"Non",NA,8,"Mixte","Micro Business","Commerce","Moi uniquement","Collective",2199536,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Tchad","Lybie","Masculin","18-35 ans",2,"Non",NA,3,"En nature","Micro Business","Commerce","Moi uniquement","Individual",635000,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","36-65 ans",7,"Oui",NA,96,"Mixte","Micro Business","Elevage","Moi uniquement",NA,525000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",5,"Non","Vocational training",144,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",500000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",1,"Non",NA,76,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",400000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",1,"Non",NA,72,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",400000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",40,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",700000,"Non","Non",NA,"Non"
"JI","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Tchad","Lybie","Masculin","18-35 ans",1,"Non",NA,3,"En nature","Micro Business","Commerce","Moi uniquement","Individual",645123,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36-65 ans",1,"Oui","Vocational training",216,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",120000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36-65 ans",2,"Non","Non spécifié",104,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",400000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",3,"Non","Vocational training",162,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",360000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Burkina Faso","Lybie","Masculin","18-35 ans",2,"Non","Vocational training",128,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",300000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",0,"Non","Vocational training",120,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",220000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Non","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",60,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",320000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Maroc","Masculin","18-35 ans",2,"Non","Vocational training",24,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","36-65 ans",3,"Non","Vocational training",36,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",420000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Oui",NA,104,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",200000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",8,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",300000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",3,"Non","Vocational training",208,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",325000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","OK","Burkina Faso","Niger","Masculin","18-35 ans",0,"Oui","Vocational training",52,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",150000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Burkina Faso","Niger","Masculin","18-35 ans",2,"Non","Vocational training",28,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",150000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Niger","Masculin","18-35 ans",1,"Non","Vocational training",6,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Non","Pas satisfait","Burkina Faso","Niger","Masculin","18-35 ans",2,"Oui",NA,8,"Mixte","Micro Business","Elevage","Moi uniquement",NA,200000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Souhaite ne pas répondre","Identique","Non","OK","Burkina Faso","Niger","Masculin","18-35 ans",1,"Oui","Vocational training",20,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",200000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Pas satisfait","Burkina Faso","Niger","Masculin","18-35 ans",3,"Non","Vocational training",10,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",100000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Partiellement","OK","Burkina Faso","Niger","Masculin","18-35 ans",1,"Non","Vocational training",17,"En nature","Micro Business","Elevage","Moi uniquement","Individual",180000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Burkina Faso","Lybie","Masculin","18-35 ans",6,"Non","Vocational training",12,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",200000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Partiellement","OK","Burkina Faso","Lybie","Masculin","18-35 ans",5,"Oui","Vocational training",104,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",150000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Souhaite ne pas répondre","Souhaite ne pas répondre","Non","Pas satisfait","Burkina Faso","Niger","Masculin","18-35 ans",4,"Non","Vocational training",NA,"Mixte","Micro Business","Elevage","Moi avec des migrants de retour","Individual",150000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",8,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",310000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",8,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",300000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",2,"Oui","Vocational training",16,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",160000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",1,"Non","Vocational training",76,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",325000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",128,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",335000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Non","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",2,"Non","Vocational training",64,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",240000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Non","OK","Burkina Faso","Algerie","Masculin","36-65 ans",6,"Non","Vocational training",104,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",200000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",1,"Non","Vocational training",104,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",260000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Burkina Faso","Algerie","Masculin","18-35 ans",2,"Non","Vocational training",24,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",430000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","OK","Burkina Faso","Lybie","Masculin","18-35 ans",6,"Non","Vocational training",88,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",255000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","OK","Burkina Faso","Algerie","Masculin","18-35 ans",5,"Non","Vocational training",36,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",245000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Burkina Faso","Maroc","Masculin","18-35 ans",0,"Non",NA,56,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",230000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","OK","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",12,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",300000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Non","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",3,"Non",NA,40,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",310000,"Non","Oui","1","Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",0,"Non",NA,52,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",235000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","OK","Burkina Faso","Algerie","Masculin","18-35 ans",2,"Non",NA,104,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",175000,"Oui","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non",NA,92,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",260000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non",NA,176,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",225000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",2,"Non",NA,180,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",225000,"Oui","Non",NA,"Oui Négativement"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Non","OK","Burkina Faso","Algerie","Ne souhaite pas répondre","18-35 ans",0,"Non",NA,80,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",100000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Satisfait","Burkina Faso","Algerie","Masculin","36-65 ans",1,"Non","Non spécifié",156,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Partiellement","OK","Burkina Faso","Lybie","Masculin","18-35 ans",4,"Non","Vocational training",208,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",225000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",32,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",275000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",1,"Non",NA,28,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",250000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","OK","Burkina Faso","Maroc","Masculin","18-35 ans",1,"Non",NA,60,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",100000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Partiellement","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",28,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Partiellement","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",80,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",330000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Burkina Faso","Lybie","Masculin","18-35 ans",3,"Non","Vocational training",156,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Oui","Satisfait","Burkina Faso","Lybie","Masculin","36-65 ans",NA,"Non","Vocational training",132,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",265000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Partiellement","Satisfait","Burkina Faso","Algerie","Masculin","18-35 ans",0,"Non","Vocational training",80,"Mixte","Micro Business","Elevage","Moi uniquement","Individual",250000,"Non","Non",NA,"Non"
"JI","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Non","OK","Burkina Faso","Lybie","Féminin","18-35 ans",5,"Non",NA,72,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",150000,"Oui","Non",NA,"Non"
