"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"NE1019X037908","2021-10-04","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","Business/management",1,"2019/06/27 00:00:00","2021-09-15",811,19
"MR1021001417","2021-10-04","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","14-35",0,"En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2021/06/03 00:00:00","2021-08-25",83,40
"NE1019X024385","2021-10-04","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Sénégal","Algerie","Masculin","14-35",3,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/09/11 00:00:00","2020-09-10",730,389
"MA1018002342","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/20 00:00:00","2022-01-27",1317,112
"BF1018001088","2021-10-05","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Sénégal","Autre","Masculin","14-35",5,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/04/22 00:00:00","2020-08-13",844,418
"MA1018002246","2021-10-05","Par téléphone","Low","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/06/24 00:00:00","2022-01-27",1313,112
"MA1019001169","2021-10-05","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2019/02/22 00:00:00","2020-07-29",523,433
"NE1019X039757","2021-10-05","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",3,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non","None",0,"2019/07/10 00:00:00","2020-08-08",395,423
"NE1019X061732","2021-10-05","Par téléphone","Low","High","No","Pire","Partiellement","Très satisfait","Sénégal","Lybie","Masculin","14-35",4,"En nature","Agriculture/aviculture","Moi et d'autres","Oui","Autre","1+","Oui","Oui","None",0,"2019/08/28 00:00:00","2020-06-26",303,466
"NE1019X065364","2021-10-05","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Autre","1+","Oui","Oui","None",0,"2019/09/25 00:00:00","2020-07-20",299,442
"NE1020X020729","2021-10-05","Par téléphone","Low","High","No","Pire","Partiellement","Très satisfait","Sénégal","Autre","Masculin","14-35",5,"En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/09/10 00:00:00","2021-01-14",126,264
"NE1020X021026","2021-10-05","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","36+",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Non","None",0,"2020/10/14 00:00:00","2021-04-29",197,159
"MA1018002247","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Elevage","Moi uniquement","Oui","Autre","1","Oui","Oui","None",0,"2018/06/24 00:00:00","2022-04-30",1406,112
"BF1019001203","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",1,"En nature","Autre","Moi et d'autres","Oui","Autre","1+","Oui","Oui","None",0,"2019/05/24 00:00:00","2020-08-05",439,426
"MA1018002296","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",5,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/06/27 00:00:00","2022-04-27",1400,112
"MA1018002255","2021-10-05","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui","None",0,"2018/06/24 00:00:00","2021-10-25",1219,112
"TD1020001977","2021-10-05","Par téléphone","Low","Low","No","Ne sait pas","Oui","Satisfait","Autre","Autre","Masculin","36+",6,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/12/18 00:00:00","2021-04-23",126,165
"MA1018002950","2021-10-05","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/11/05 00:00:00","2020-09-11",676,389
"NE1019X036036","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2019/05/23 00:00:00","2021-09-08",839,27
"MA1019001172","2021-10-05","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/02/22 00:00:00","2020-08-14",539,417
"MA1018002624","2021-10-05","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Sénégal","Maroc","Féminin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/10/12 00:00:00","2022-12-22",1532,112
"NE1019X037295","2021-10-05","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/06/13 00:00:00","2021-09-23",833,12
"ML1019X004036","2021-10-05","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Sénégal","Lybie","Masculin","36+",4,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2018/06/05 00:00:00","2020-08-21",808,410
"MA1020001694","2021-10-05","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/02/07 00:00:00","2020-08-14",189,417
"NE1019X069683","2021-10-05","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/10/30 00:00:00","2020-08-09",284,422
"TD1020001978","2021-10-06","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",6,"En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/12/18 00:00:00","2021-04-29",132,160
"MA1018001673","2021-10-06","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Autre","Moi uniquement","Non","Autre","1+","Oui","Oui","None",0,"2018/03/15 00:00:00","2020-08-14",883,418
NA,"2021-10-06","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",1,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Oui","Oui","None",0,NA,NA,214,112
NA,"2021-10-07","Terrain/bureau OIM","Low","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Autre","Masculin","14-35",0,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,NA,NA,214,112
"NE1019X031680","2021-10-07","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",1,"En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Oui","Oui","None",0,"2019/04/11 00:00:00","2020-08-31",508,402
"NE1019X037294","2021-10-07","Terrain/bureau OIM","High","High","No","Mieux","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/05/31 00:00:00","2020-08-07",434,426
"NE1019X017980","2021-10-07","Terrain/bureau OIM","High","High","No","Identique","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",7,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Non","Oui","None",0,"2018/02/09 00:00:00","2021-12-18",1408,112
"NE1020X020759","2021-10-08","Par téléphone","Low","Low","No","Pire","Non","OK","Sénégal","Algerie","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2020/09/11 00:00:00","2021-04-16",217,175
"NE1019X023564","2021-10-08","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/08/11 00:00:00","2020-08-05",725,429
"SN1021001032","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","36+",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/11/20 00:00:00","2021-03-15",481,207
"NE1020X020725","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2020/09/10 00:00:00","2020-10-13",33,360
"MA1018002287","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Oui","Oui","None",0,"2018/06/27 00:00:00","2022-04-30",1403,112
"BF1019001350","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Autre","Masculin","14-35",4,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2019/10/30 00:00:00","2021-08-15",655,54
"CH5017X028688","2021-10-08","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",1,"En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2017/11/14 00:00:00","2021-09-23",1409,15
"SN1020001510","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Transport","Moi et d'autres","Oui","Autre","1","Oui","Oui","None",0,"2018/07/10 00:00:00","2020-09-08",791,395
"MA1021001473","2021-10-08","Par téléphone","High","High","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",4,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/18 00:00:00","2021-06-19",93,111
"MA1018002347","2021-10-08","Par téléphone","High","Low","No","Mieux","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","36+",1,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/06/29 00:00:00","2021-06-03",1070,127
"CH5018X018971","2021-10-08","Par téléphone","High","Low","No","Souhaite ne pas répondre","Oui","Satisfait","Sénégal","Lybie","Masculin","14-35",8,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/06/27 00:00:00","2020-09-23",819,380
"CH5017X020832","2021-10-08","Par téléphone","High","Low","No","Identique","Oui","Très satisfait","Sénégal","Lybie","Masculin","36+",1,"En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui","None",0,"2017/08/22 00:00:00","2022-03-30",214,112
"MA1021001598","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/03/25 00:00:00","2021-06-09",76,124
"NE1020X011352","2021-10-11","Par téléphone","Low","Low","No","Pire","Non","Pas satisfait","Sénégal","Maroc","Masculin","36+",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/02/26 00:00:00","2020-08-31",187,406
"LY1017001306","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2017/03/23 00:00:00","2020-10-27",1314,349
"NE1020X011361","2021-10-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Algerie","Masculin","14-35",0,"En nature","Autre","Moi et d'autres","Non","Autre","1","Oui","Oui","None",0,"2020/02/26 00:00:00","2020-12-12",290,303
"NE1019X030994","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","36+",5,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2019/03/28 00:00:00","2020-09-10",532,396
"NE1019X076339","2021-10-11","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",3,"En nature","Autre","Moi uniquement","Non","Autre","1","Oui","Oui","None",0,"2019/12/04 00:00:00","2020-08-14",254,423
"MA1020003621","2021-10-11","Par téléphone","High","High","No","Pire","Non","Satisfait","Sénégal","Maroc","Masculin","14-35",3,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Non","None",0,"2020/11/26 00:00:00","2021-06-10",196,123
"LY1020007384","2021-06-28","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2020/11/30 00:00:00","2021-06-15",197,13
"MA1018002392","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui","None",0,"2018/07/03 00:00:00","2022-01-27",1304,112
NA,"2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Autre","Autre","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Non","None",0,NA,NA,214,112
"MA 1021001878","2021-10-11","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Maroc","Masculin","14-35",3,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,NA,NA,214,112
"CH5018X003379","2021-10-11","Par téléphone","Low","Low","No","Ne sait pas","N/A (retour non volontaire)","Très satisfait","Sénégal","Lybie","Masculin","14-35",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2018/02/05 00:00:00","2020-08-06",913,431
"NE1020X011345","2021-10-11","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",2,"En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2020/02/26 00:00:00","2021-03-19",387,206
"MA1018002428","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",5,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Non","None",0,"2018/07/04 00:00:00","2020-08-31",789,406
"NE1019X059935","2021-10-11","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",0,"En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2019/08/07 00:00:00","2021-07-22",715,81
"NE1019X017923","2021-10-11","Par téléphone","High","High","No","Pire","N/A (retour non volontaire)","Très satisfait","Sénégal","Maroc","Masculin","14-35",0,"En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui","Business/management",1,"2018/02/09 00:00:00","2021-09-23",1322,18
"CH5018X003492","2021-10-11","Par téléphone","Low","Low","No","Pire","Non","Très satisfait","Sénégal","Lybie","Masculin","14-35",6,"En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Non","None",0,"2018/02/05 00:00:00","2021-06-03",1214,130
"MA1021001236","2021-10-11","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",2,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/03/18 00:00:00","2021-05-27",70,137
"MA1020003039","2021-10-11","Par téléphone","Low","Low","No","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/10/15 00:00:00","2021-01-05",82,279
"MA1021001772","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",1,"En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2021/04/08 00:00:00","2021-06-03",56,130
"MA1020001033","2021-10-11","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Maroc","Féminin","36+",0,"En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui","None",0,"2020/01/23 00:00:00","2020-12-12",324,303
"LY1020006036","2021-10-11","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",4,"En nature","Elevage","Moi uniquement","Non","Autre","1","Non","Oui","None",0,"2020/11/24 00:00:00","2021-06-21",209,112
"MA1021002182","2021-10-11","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",4,"En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui","None",0,"2021/04/29 00:00:00","2021-07-18",80,85
"CH5018X003472","2021-10-11","Par téléphone","Low","Low","No","Mieux","Non","Pas du tout satisfait","Sénégal","Lybie","Masculin","36+",2,"En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Non","None",0,"2018/02/05 00:00:00","2020-08-13",920,424
